row,column,weight
"Cite_56_1: Diffusion Models (DMs) have recently emerged as a highly effective category of deep generative models, achieving exceptional results in various domains, including image synthesis, video generation, and molecule design. This survey provides a comprehensive analysis of the expanding body of research on this topic. The primary objective of this study is to investigate the architecture and requirements of generative artificial intelligence systems. Initially, an analysis of the prerequisites and frontier ideas for the implementation of generative AI systems is performed. To clarify the operational mechanisms of the methodology, the design choices of DMs are thoroughly examined, covering aspects such as refinement, parallel generation, editing, in-painting, and cross-domain generation. This study extensively reviews fundamental DMs and their diverse applications in fields such as computer vision (CV), natural language processing (NLP), image synthesis, and interdisciplinary applications (scene generation, 3D vision, video modeling, medical image diagnosis, time-series analysis, audio generation, 3D molecule generation etc.) in other scientific domains. A comparative study for all the works that use generative AI methods for various downstream tasks in each domain is performed. A comprehensive study on datasets is also carried out. Finally, it discusses the limitations of current methods, as well as the need for additional techniques and future directions in order to make meaningful progress in this area.","Main_56:   Curating datasets for object segmentation is a difficult task. With the
advent of large-scale pre-trained generative models, conditional image
generation has been given a significant boost in result quality and ease of
use. In this paper, we present a novel method that enables the generation of
general foreground-background segmentation models from simple textual
descriptions, without requiring segmentation labels. We leverage and explore
pre-trained latent diffusion models, to automatically generate weak
segmentation masks for concepts and objects. The masks are then used to
fine-tune the diffusion model on an inpainting task, which enables fine-grained
removal of the object, while at the same time providing a synthetic foreground
and background dataset. We demonstrate that using this method beats previous
methods in both discriminative and generative performance and closes the gap
with fully supervised training while requiring no pixel-wise object labels. We
show results on the task of segmenting four different objects (humans, dogs,
cars, birds).
",0.55
"Cite_56_2: Medical imaging tasks require an understanding of subtle and localized visual features due to the inherently detailed and area-specific nature of pathological patterns, which are crucial for clinical diagnosis. Although recent advances in medical vision-language pre-training (VLP) enable models to learn clinically relevant visual features by leveraging both medical images and their associated radiology reports, current medical VLP methods primarily focus on aligning images with entire reports. This focus hinders the learning of dense (pixel-level) visual features and is suboptimal for dense prediction tasks (e.g., medical image segmentation).To address this challenge, we propose a novel medical VLP framework, named Global to Dense level representation learning (G2D), which aims to learn global and dense visual features simultaneously using only image-text pairs without extra annotations. In particular, G2D designs a Pseudo Segmentation (PS) task, which enables the model to learn dense visual features during VLP. Notably, generating PS masks can be performed on the fly during VLP, which does not incur extra trainable parameters. With this simple yet effective idea, G2D achieves superior performance across 5 medical imaging tasks and 25 diseases. Particularly, in the segmentation task which requires dense visual features, G2D surpasses existing models even with just 1% of the training data for finetuning, compared to 100% used by other models. ","Main_56:   Curating datasets for object segmentation is a difficult task. With the
advent of large-scale pre-trained generative models, conditional image
generation has been given a significant boost in result quality and ease of
use. In this paper, we present a novel method that enables the generation of
general foreground-background segmentation models from simple textual
descriptions, without requiring segmentation labels. We leverage and explore
pre-trained latent diffusion models, to automatically generate weak
segmentation masks for concepts and objects. The masks are then used to
fine-tune the diffusion model on an inpainting task, which enables fine-grained
removal of the object, while at the same time providing a synthetic foreground
and background dataset. We demonstrate that using this method beats previous
methods in both discriminative and generative performance and closes the gap
with fully supervised training while requiring no pixel-wise object labels. We
show results on the task of segmenting four different objects (humans, dogs,
cars, birds).
",0.55
Cite_56_3: We present an approach for analyzing grouping information contained within a neural network's activations permitting extraction of spatial layout and semantic segmentation from the behavior of large pre-trained vision models. Unlike prior work our method conducts a wholistic analysis of a network's activation state leveraging features from all layers and obviating the need to guess which part of the model contains relevant information. Motivated by classic spectral clustering we formulate this analysis in terms of an optimization objective involving a set of affinity matrices each formed by comparing features within a different layer. Solving this optimization problem using gradient descent allows our technique to scale from single images to dataset-level analysis including in the latter both intra- and inter-image relationships. Analyzing a pre-trained generative transformer provides insight into the computational strategy learned by such models. Equating affinity with key-query similarity across attention layers yields eigenvectors encoding scene spatial layout whereas defining affinity by value vector similarity yields eigenvectors encoding object identity. This result suggests that key and query vectors coordinate attentional information flow according to spatial proximity (a `where' pathway) while value vectors refine a semantic category representation (a `what' pathway).,"Main_56:   Curating datasets for object segmentation is a difficult task. With the
advent of large-scale pre-trained generative models, conditional image
generation has been given a significant boost in result quality and ease of
use. In this paper, we present a novel method that enables the generation of
general foreground-background segmentation models from simple textual
descriptions, without requiring segmentation labels. We leverage and explore
pre-trained latent diffusion models, to automatically generate weak
segmentation masks for concepts and objects. The masks are then used to
fine-tune the diffusion model on an inpainting task, which enables fine-grained
removal of the object, while at the same time providing a synthetic foreground
and background dataset. We demonstrate that using this method beats previous
methods in both discriminative and generative performance and closes the gap
with fully supervised training while requiring no pixel-wise object labels. We
show results on the task of segmenting four different objects (humans, dogs,
cars, birds).
",0.55
"Cite_56_4: Recent advancements in diffusion models have significantly impacted the trajectory of generative machine learning re-search, with many adopting the strategy of fine-tuning pre-trained models using domain-specific text-to-image datasets. Notably, this method has been readily employed for medical applications, such as X-ray image synthesis, leveraging the plethora of associated radiology reports. Yet, a prevailing concern is the lack of assurance on whether these models genuinely comprehend their generated content. With the evolution of text conditional image generation, these models have grown potent enough to facilitate object localization scrutiny. Our research underscores this advancement in the critical realm of medical imaging, emphasizing the crucial role of interpretability. We further unravel a consequential trade-off between image fidelity – as gauged by conventional metrics – and model interpretability in generative diffusion models. Specifically, the adoption of learnable text encoders when fine-tuning results in diminished interpretability. Our in-depth exploration uncovers the underlying factors responsible for this divergence. Consequently, we present a set of design principles for the development of truly interpretable generative models.","Main_56:   Curating datasets for object segmentation is a difficult task. With the
advent of large-scale pre-trained generative models, conditional image
generation has been given a significant boost in result quality and ease of
use. In this paper, we present a novel method that enables the generation of
general foreground-background segmentation models from simple textual
descriptions, without requiring segmentation labels. We leverage and explore
pre-trained latent diffusion models, to automatically generate weak
segmentation masks for concepts and objects. The masks are then used to
fine-tune the diffusion model on an inpainting task, which enables fine-grained
removal of the object, while at the same time providing a synthetic foreground
and background dataset. We demonstrate that using this method beats previous
methods in both discriminative and generative performance and closes the gap
with fully supervised training while requiring no pixel-wise object labels. We
show results on the task of segmenting four different objects (humans, dogs,
cars, birds).
",0.55
"Cite_56_5: With the increasing demand for pork, improving pig health and welfare management productivity has become a priority. However, it is impractical for humans to manually monitor all pigsties in commercial-scale pig farms, highlighting the need for automated health monitoring systems. In such systems, object detection is essential. However, challenges such as insufficient training data, low computational performance, and generalization issues in diverse environments make achieving high accuracy in unseen environments difficult. Conventional RGB-based object detection models face performance limitations due to brightness similarity between objects and backgrounds, new facility installations, and varying lighting conditions. To address these challenges, this study proposes a DOG (Depth-Oriented Gray) image generation method using various foundation models (SAM, LaMa, Depth Anything). Without additional sensors or retraining, the proposed method utilizes depth information from the testing environment to distinguish between foreground and background, generating depth background images and establishing an approach to define the Region of Interest (RoI) and Region of Uninterest (RoU). By converting RGB input images into the HSV color space and combining HSV-Value, inverted HSV-Saturation, and the generated depth background images, DOG images are created to enhance foreground object features while effectively suppressing background information. Experimental results using low-cost CPU and GPU systems demonstrated that DOG images improved detection accuracy (AP50) by up to 6.4% compared to conventional gray images. Moreover, DOG image generation achieved real-time processing speeds, taking 3.6 ms on a CPU, approximately 53.8 times faster than the GPU-based depth image generation time of Depth Anything, which requires 193.7 ms.","Main_56:   Curating datasets for object segmentation is a difficult task. With the
advent of large-scale pre-trained generative models, conditional image
generation has been given a significant boost in result quality and ease of
use. In this paper, we present a novel method that enables the generation of
general foreground-background segmentation models from simple textual
descriptions, without requiring segmentation labels. We leverage and explore
pre-trained latent diffusion models, to automatically generate weak
segmentation masks for concepts and objects. The masks are then used to
fine-tune the diffusion model on an inpainting task, which enables fine-grained
removal of the object, while at the same time providing a synthetic foreground
and background dataset. We demonstrate that using this method beats previous
methods in both discriminative and generative performance and closes the gap
with fully supervised training while requiring no pixel-wise object labels. We
show results on the task of segmenting four different objects (humans, dogs,
cars, birds).
",0.55
"Cite_56_6: Phrase grounding, i.e., mapping natural language phrases to specific image regions, holds significant potential for disease localization in medical imaging through clinical reports. While current state-of-the-art methods rely on discriminative, self-supervised contrastive models, we demonstrate that generative text-to-image diffusion models, leveraging cross-attention maps, can achieve superior zero-shot phrase grounding performance. Contrary to prior assumptions, we show that fine-tuning diffusion models with a frozen, domain-specific language model, such as CXR-BERT, substantially outperforms domain-agnostic counterparts. This setup achieves remarkable improvements, with mIoU scores doubling those of current discriminative methods. These findings highlight the underexplored potential of generative models for phrase grounding tasks. To further enhance performance, we introduce Bimodal Bias Merging (BBM), a novel post-processing technique that aligns text and image biases to identify regions of high certainty. BBM refines cross-attention maps, achieving even greater localization accuracy. Our results establish generative approaches as a more effective paradigm for phrase grounding in the medical imaging domain, paving the way for more robust and interpretable applications in clinical practice. ","Main_56:   Curating datasets for object segmentation is a difficult task. With the
advent of large-scale pre-trained generative models, conditional image
generation has been given a significant boost in result quality and ease of
use. In this paper, we present a novel method that enables the generation of
general foreground-background segmentation models from simple textual
descriptions, without requiring segmentation labels. We leverage and explore
pre-trained latent diffusion models, to automatically generate weak
segmentation masks for concepts and objects. The masks are then used to
fine-tune the diffusion model on an inpainting task, which enables fine-grained
removal of the object, while at the same time providing a synthetic foreground
and background dataset. We demonstrate that using this method beats previous
methods in both discriminative and generative performance and closes the gap
with fully supervised training while requiring no pixel-wise object labels. We
show results on the task of segmenting four different objects (humans, dogs,
cars, birds).
",0.55
"Cite_56_7: This paper proposes a foreground-background separation (FBS) method with a novel foreground model based on convolutional sparse representation (CSR). In order to analyze the dynamic and static components of videos acquired under undesirable conditions, such as hardware, environmental, and power limitations, it is essential to establish an FBS method that can handle videos with low frame rates and various types of noise. Existing FBS methods have two limitations that prevent us from accurately separating foreground and background components from such degraded videos. First, they only capture either data-specific or general features of the components. Second, they do not include explicit models for various types of noise to remove them in the FBS process. To this end, we propose a robust FBS method with a CSR-based foreground model. This model can adaptively capture specific spatial structures scattered in imaging data. Then, we formulate FBS as a constrained multiconvex optimization problem that incorporates CSR, functions that capture general features, and explicit noise characterization functions for multiple types of noise. Thanks to these functions, our method captures both data-specific and general features to accurately separate the components from various types of noise even under low frame rates. To obtain a solution of the optimization problem, we develop an algorithm that alternately solves its two convex subproblems by newly established algorithms. Experiments demonstrate the superiority of our method over existing methods using two types of degraded videos: infrared and microscope videos.","Main_56:   Curating datasets for object segmentation is a difficult task. With the
advent of large-scale pre-trained generative models, conditional image
generation has been given a significant boost in result quality and ease of
use. In this paper, we present a novel method that enables the generation of
general foreground-background segmentation models from simple textual
descriptions, without requiring segmentation labels. We leverage and explore
pre-trained latent diffusion models, to automatically generate weak
segmentation masks for concepts and objects. The masks are then used to
fine-tune the diffusion model on an inpainting task, which enables fine-grained
removal of the object, while at the same time providing a synthetic foreground
and background dataset. We demonstrate that using this method beats previous
methods in both discriminative and generative performance and closes the gap
with fully supervised training while requiring no pixel-wise object labels. We
show results on the task of segmenting four different objects (humans, dogs,
cars, birds).
",0.55
"Cite_56_8: Synthetic data has recently reached a level of visual fidelity that makes it nearly indistinguishable from real data, offering great promise for privacy-preserving data sharing in medical imaging. However, fully synthetic datasets still suffer from significant limitations: First and foremost, the legal aspect of sharing synthetic data is often neglected and data regulations, such as the GDPR, are largley ignored. Secondly, synthetic models fall short of matching the performance of real data, even for in-domain downstream applications. Recent methods for image generation have focused on maximising image diversity instead of fidelity solely to improve the mode coverage and therefore the downstream performance of synthetic data. In this work, we shift perspective and highlight how maximizing diversity can also be interpreted as protecting natural persons from being singled out, which leads to predicate singling-out (PSO) secure synthetic datasets. Specifically, we propose a generalisable framework for training diffusion models on personal data which leads to unpersonal synthetic datasets achieving performance within one percentage point of real-data models while significantly outperforming state-of-the-art methods that do not ensure privacy. ","Main_56:   Curating datasets for object segmentation is a difficult task. With the
advent of large-scale pre-trained generative models, conditional image
generation has been given a significant boost in result quality and ease of
use. In this paper, we present a novel method that enables the generation of
general foreground-background segmentation models from simple textual
descriptions, without requiring segmentation labels. We leverage and explore
pre-trained latent diffusion models, to automatically generate weak
segmentation masks for concepts and objects. The masks are then used to
fine-tune the diffusion model on an inpainting task, which enables fine-grained
removal of the object, while at the same time providing a synthetic foreground
and background dataset. We demonstrate that using this method beats previous
methods in both discriminative and generative performance and closes the gap
with fully supervised training while requiring no pixel-wise object labels. We
show results on the task of segmenting four different objects (humans, dogs,
cars, birds).
",0.55
"Cite_56_9: The text-to-image diffusion models have been applied to image segmentation, demonstrating the potential of diffusion models in segmentation. However, texts often struggle to accurately describe objects, particularly when it comes to fine-grained details. Sketches, on the other hand, can address the issue to some extent. We observed that the intermediate features of the diffusion model guided by sketch contain more effective semantic information for segmentation compared to those guided by text. Therefore, we propose Sketch2Seg, a sketch-based image segmentation method with a diffusion model. By extracting intermediate features of a sketch-to-image diffusion model, only a simple pixel classifier needs to be trained. Quantitatively, our method reaches 78.47% and 81.07% mIOU on the PASCAL VOC and SketchySeg datasets on zero-shot setups, respectively. To investigate fine-grained sketch segmentation and detection, we contribute the SketchyCOCOSeg dataset which contains segmentation annotations for images corresponding to the SketchyCOCO dataset.","Main_56:   Curating datasets for object segmentation is a difficult task. With the
advent of large-scale pre-trained generative models, conditional image
generation has been given a significant boost in result quality and ease of
use. In this paper, we present a novel method that enables the generation of
general foreground-background segmentation models from simple textual
descriptions, without requiring segmentation labels. We leverage and explore
pre-trained latent diffusion models, to automatically generate weak
segmentation masks for concepts and objects. The masks are then used to
fine-tune the diffusion model on an inpainting task, which enables fine-grained
removal of the object, while at the same time providing a synthetic foreground
and background dataset. We demonstrate that using this method beats previous
methods in both discriminative and generative performance and closes the gap
with fully supervised training while requiring no pixel-wise object labels. We
show results on the task of segmenting four different objects (humans, dogs,
cars, birds).
",0.55
"Cite_56_10: Diffusion models have made great success in image generation and own much potential in other vision tasks like image segmentation. With respect to medical image segmentation (MIS), model interpretability is indeed as important as model accuracy. This paper introduces the fundamental situation of MIS and typical diffusion model-related frameworks for MIS. Interpretability issues are also discussed in earnest.","Main_56:   Curating datasets for object segmentation is a difficult task. With the
advent of large-scale pre-trained generative models, conditional image
generation has been given a significant boost in result quality and ease of
use. In this paper, we present a novel method that enables the generation of
general foreground-background segmentation models from simple textual
descriptions, without requiring segmentation labels. We leverage and explore
pre-trained latent diffusion models, to automatically generate weak
segmentation masks for concepts and objects. The masks are then used to
fine-tune the diffusion model on an inpainting task, which enables fine-grained
removal of the object, while at the same time providing a synthetic foreground
and background dataset. We demonstrate that using this method beats previous
methods in both discriminative and generative performance and closes the gap
with fully supervised training while requiring no pixel-wise object labels. We
show results on the task of segmenting four different objects (humans, dogs,
cars, birds).
",0.55
"Cite_56_11: Image generation through disentangling object representations is a critical area of research with significant potential. Disentanglement involves separating the representation of objects and their attributes, enabling greater control over the generated output. However, existing approaches are limited to disentangling only the objects’ attributes and generating images with selected combinations of attributes. This study explores learning object-level disentanglement of semantically rich latent representation using von-Mises-Fisher (vMF) distributions. The proposed approach aims to disentangle compressed representations into object and background classes. The approach is tested on surgical scenes for disentanglement of tools and background information using the Cholec80 dataset. Achieving tool-background disentanglement provides an opportunity to generate rare and custom surgical scenes. However, the proposed method learns to disentangle representations based on pixel intensities. This study uncovers the challenges and shortfalls in achieving object-level disentanglement of the compressed representations using vMF distributions.","Main_56:   Curating datasets for object segmentation is a difficult task. With the
advent of large-scale pre-trained generative models, conditional image
generation has been given a significant boost in result quality and ease of
use. In this paper, we present a novel method that enables the generation of
general foreground-background segmentation models from simple textual
descriptions, without requiring segmentation labels. We leverage and explore
pre-trained latent diffusion models, to automatically generate weak
segmentation masks for concepts and objects. The masks are then used to
fine-tune the diffusion model on an inpainting task, which enables fine-grained
removal of the object, while at the same time providing a synthetic foreground
and background dataset. We demonstrate that using this method beats previous
methods in both discriminative and generative performance and closes the gap
with fully supervised training while requiring no pixel-wise object labels. We
show results on the task of segmenting four different objects (humans, dogs,
cars, birds).
",0.55
"Cite_57_1: In this paper, an interactive learning experience is proposed, aiming to involve museum visitors in a personalized experience of the transmittal of cultural knowledge in an active and creative way. The proposed system, called HapticSOUND, consists of three subsystems: (a) the Information, where visitors are informed about the traditional musical instruments; (b) the Entertainment, where visitors are entertained by playing serious games to virtually assemble traditional musical instruments by a set of 3D objects; and (c) the Interaction, where visitors interact with a digital musical instrument which is an exact 3D-printed replica of a traditional musical instrument, where cameras have been placed to capture user gestures and machine learning algorithms have been implemented for gesture recognition. The museum visitor can interact with the lifelike replica to tactilely and aurally explore the instrument’s abilities, producing sounds guided by the system and receiving real-time visual and audio feedback. Emphasis is given to the Interaction Subsystem, where a pilot study was conducted to evaluate the usability of the subsystem. Preliminary results were promising since the usability was satisfactory, indicating that it is an innovative approach that utilizes sensorimotor learning and machine learning techniques in the context of playing sounds based on real-time gesture and fingering recognition.","Main_57:   With the rise in pervasive computing solutions, interactive surfaces have
gained a large popularity across multi-application domains including smart
boards for education, touch-enabled kiosks for smart retail and smart mirrors
for smart homes. Despite the increased popularity of such interactive surfaces,
existing platforms are mostly limited to custom built surfaces with attached
sensors and hardware, that are expensive and require complicated design
considerations. To address this, we design a low-cost, intuitive system called
MuTable that repurposes any flat surface (such as table tops) into a live
musical instrument. This provides a unique, close to real-time instrument
playing experience to the user to play any type of musical instrument. This is
achieved by projecting the instrument's shape on any tangible surface, sensor
calibration, user taps detection, tap position identification, and associated
sound generation. We demonstrate the performance of our working system by
reporting an accuracy of 83% for detecting softer taps, 100% accuracy for
detecting the regular taps, and a precision of 95.7% for estimating hand
location.
",0.15
"Cite_57_2: This paper introduces a tangible user interface based on projector-camera system. The interface is encoded by stripes in an imperceptible form. We make the first attempt to employ a neural network for extracting hand information from structured light images. The lightweight network of only 0.24 MB parameters infers hand existence, hand segmentation and fingertip locations. These results are utilized for decoding the imperceptible stripes. Experimental results show that the proposed network outperforms state-of-the-art methods, achieving a high IOU of hand segmentation (0.996), and fingertip localization precision (98.98%) within a 10-pixel range. The interactive system performs a touch detection precision of 98.78%, with an average fingertip localization error of 3.33 pixels. It supports real-time interaction with an average execution time is 24.87ms.","Main_57:   With the rise in pervasive computing solutions, interactive surfaces have
gained a large popularity across multi-application domains including smart
boards for education, touch-enabled kiosks for smart retail and smart mirrors
for smart homes. Despite the increased popularity of such interactive surfaces,
existing platforms are mostly limited to custom built surfaces with attached
sensors and hardware, that are expensive and require complicated design
considerations. To address this, we design a low-cost, intuitive system called
MuTable that repurposes any flat surface (such as table tops) into a live
musical instrument. This provides a unique, close to real-time instrument
playing experience to the user to play any type of musical instrument. This is
achieved by projecting the instrument's shape on any tangible surface, sensor
calibration, user taps detection, tap position identification, and associated
sound generation. We demonstrate the performance of our working system by
reporting an accuracy of 83% for detecting softer taps, 100% accuracy for
detecting the regular taps, and a precision of 95.7% for estimating hand
location.
",0.15
"Cite_57_3: This paper presents an empirical study of 8051 in sound based applications by generating an octave of sound using the 8051 microcontroller. The 8051 microcontroller is an ideal choice for various applications due to its simple architecture, versatility, and low cost. In this paper, the focus is on the musical application of the 8051 microcontroller and its ability to generate an octave of notes using a buzzer and push-button interface. The paper presents the design and implementation of the project, including the hardware and software aspects and evaluates the performance of the 8051 microcontroller in terms of its ability to generate accurate musical notes and explores its limitations in this application.","Main_57:   With the rise in pervasive computing solutions, interactive surfaces have
gained a large popularity across multi-application domains including smart
boards for education, touch-enabled kiosks for smart retail and smart mirrors
for smart homes. Despite the increased popularity of such interactive surfaces,
existing platforms are mostly limited to custom built surfaces with attached
sensors and hardware, that are expensive and require complicated design
considerations. To address this, we design a low-cost, intuitive system called
MuTable that repurposes any flat surface (such as table tops) into a live
musical instrument. This provides a unique, close to real-time instrument
playing experience to the user to play any type of musical instrument. This is
achieved by projecting the instrument's shape on any tangible surface, sensor
calibration, user taps detection, tap position identification, and associated
sound generation. We demonstrate the performance of our working system by
reporting an accuracy of 83% for detecting softer taps, 100% accuracy for
detecting the regular taps, and a precision of 95.7% for estimating hand
location.
",0.15
"Cite_58_1: We introduce an interactive decision model capturing the functioning of echo chambers in society. Our starting point is an environment of uncertainty where individuals have preferences over Savage acts. All individuals have core beliefs, but these do not fully determine their behavior. We distinguish a decision maker’s core beliefs from her behavioral beliefs, with the latter incorporating the former but, at the same time, being influenced by the behavioral beliefs of others within the echo chamber. Therefore, echo chambers feature interactive behavioral beliefs and, accordingly, interactive decision-making. We provide conditions on the model set-up that characterize the exact identification of the model parameters from observed behavior. Specifically, under these conditions, we can uniquely identify the composition of the echo chambers in society, the core beliefs of individuals, and the degree to which they are immune to influence. Further, we behaviorally characterize the version of the model that permits exact identification. We relate our model to leading empirical themes on echo chambers like elite influence, the stickiness of beliefs within echo chambers, and the polarization of beliefs across such segments of society","Main_58:   When learning from others, people often focus their attention on those with
similar views. This is often attributed to flawed reasoning, and thought to
slow learning and polarize beliefs. However, we show that echo chambers are a
rational response to uncertain information quality, and can improve learning
and reduce disagreement. Furthermore, broadening the range of views someone is
exposed to can backfire, slowing their learning by making them less responsive
to the views of others. A Bayesian decision maker learns about the world by
first selecting a set of information sources and then observing a signal from
one of them. If some sources are more accurate than others but it's not clear
which, sampling the signals close to one's prior expectation is more
informative, as they are more likely high quality. The optimal echo chamber
balances the credibility of views similar to one's own against the usefulness
of those further away.
",0.05
"Cite_59_1: Gait and balance have a direct impact on patients’ independence and quality of life. Due to a higher life expectancy, the number of patients suffering neurological disorders has increased exponentially, with gait and balance impairments being the main side effects. In this context, the use of rehabilitation robotic devices arises as an effective and complementary tool to recover gait and balance functions. Among rehabilitation devices, end effectors present some advantages and have shown encouraging outcomes. The objective of this study is twofold: to propose a general classification of devices for gait and balance rehabilitation and to provide a review of the existing end effectors for such purposes. We classified the devices into five groups: treadmills, exoskeletons, patient-guided systems, perturbation platforms, and end effectors. Overall, 55 end effectors were identified in the literature, of which 16 were commercialized. We found a disproportionate number of end effectors capable of providing both types of rehabilitation (2/55) and those focused on either balance (21/55) or gait (32/55). The analysis of their features from a mechanical standpoint (degrees of freedom, topology, and training mode) allowed us to identify the potential of parallel manipulators as driving mechanisms of end effector devices and to suggest several future research directions.","Main_59:   The central nervous system exploits anticipatory (APAs) and compensatory
(CPAs) postural adjustments to maintain the balance.The postural adjustments
comprising stability of the center of mass (CoM) and the pressure distribution
of the body influence each other if there is a lack of performance in either of
them.Any predictable or sudden perturbation may pave the way for the divergence
of CoM from equilibrium and inhomogeneous pressure distribution of the
body.Such a situation is often observed in the daily lives of MS patients due
to their poor APAs and CPAs and induces their falls.The way of minimizing the
risk of falls in neurological patients is by utilizing perturbation-based
rehabilitation, as it is efficient in the recovery of the balance disorder. In
light of the findings, we present the design, implementation, and experimental
evaluation of a novel 3 DoF parallel manipulator to treat the balance disorder
of MS.The robotic platform allows angular motion of the ankle based on its
anthropomorphic freedom.Moreover, the end-effector endowed with upper and lower
platforms is designed to evaluate both the pressure distribution of each foot
and the CoM of the body, respectively.Data gathered from the platforms are
utilized to both evaluate the performance of the patients and used in
high-level control of the robotic platform to regulate the difficulty level of
tasks. In the study, kinematic and dynamic analyses of the robot are derived
and validated in the simulation environment.Low-level control of the first
prototype is also successfully implemented via the PID controller.The capacity
of each platform is evaluated with a set of experiments considering the
assessment of pressure distribution and CoM of the foot-like objects on the
end-effector.The experimental results indicate that such a system well-address
the need for balance skill training and assessment through the APAs and CPAs.
",0.4
"Cite_59_2: Neurological diseases are observed in approximately 1 billion people worldwide. A further increase is foreseen at the global level as a result of population growth and aging. Individuals with neurological disorders often experience cognitive, motor, sensory, and lower extremity dysfunctions. Thus, the possibility of falling and balance problems arise due to the postural control deficiencies that occur as a result of the deterioration in the integration of multi-sensory information. We propose a novel rehabilitation framework, Integrated Balance Rehabilitation (I-BaR), to improve the effectiveness of the rehabilitation with objective assessment, individualized therapy, convenience with different disability levels and adoption of assist-as-needed paradigm and, with integrated rehabilitation process as whole, that is, ankle-foot preparation, balance, and stepping phases, respectively. Integrated Balance Rehabilitation allows patients to improve their balance ability by providing multi-modal feedback: visual via utilization of virtual reality; vestibular via anteroposterior and mediolateral perturbations with the robotic platform; proprioceptive via haptic feedback.","Main_59:   The central nervous system exploits anticipatory (APAs) and compensatory
(CPAs) postural adjustments to maintain the balance.The postural adjustments
comprising stability of the center of mass (CoM) and the pressure distribution
of the body influence each other if there is a lack of performance in either of
them.Any predictable or sudden perturbation may pave the way for the divergence
of CoM from equilibrium and inhomogeneous pressure distribution of the
body.Such a situation is often observed in the daily lives of MS patients due
to their poor APAs and CPAs and induces their falls.The way of minimizing the
risk of falls in neurological patients is by utilizing perturbation-based
rehabilitation, as it is efficient in the recovery of the balance disorder. In
light of the findings, we present the design, implementation, and experimental
evaluation of a novel 3 DoF parallel manipulator to treat the balance disorder
of MS.The robotic platform allows angular motion of the ankle based on its
anthropomorphic freedom.Moreover, the end-effector endowed with upper and lower
platforms is designed to evaluate both the pressure distribution of each foot
and the CoM of the body, respectively.Data gathered from the platforms are
utilized to both evaluate the performance of the patients and used in
high-level control of the robotic platform to regulate the difficulty level of
tasks. In the study, kinematic and dynamic analyses of the robot are derived
and validated in the simulation environment.Low-level control of the first
prototype is also successfully implemented via the PID controller.The capacity
of each platform is evaluated with a set of experiments considering the
assessment of pressure distribution and CoM of the foot-like objects on the
end-effector.The experimental results indicate that such a system well-address
the need for balance skill training and assessment through the APAs and CPAs.
",0.4
"Cite_59_3: The increasing interest in balance and cognitive rehabilitation leads to the use of cutting-edge technologies to improve individual well-being. Traditional rehabilitation therapies, such as balance boards, have paved the way for platform-based therapies assisted by robotic platforms. This paper presents the analysis of a four-legged platform with three degrees of freedom, which is already widespread in the gaming and motorsport markets for driving simulations and not yet in rehabilitation applications. A kinematic analysis is performed, pointing out the presence of movements along the not controlled degrees of freedom (i.e. cross talk) of the device. As a second step, dynamic analysis shows how, in the machine under analysis, the actual values of cross-talk also depends on the dynamic response of the platform, governed by friction at the contact between the actuators’ ends and the ground.Finally, the paper explores a design solution, based on spring constraint system, aimed at reducing the dominance of the role played by friction in determining the dynamic response of the system, thus improving the predictability and the deterministic evaluation of cross-talk values.Results indicate promising prospects for the proposed platform in rehabilitation applications, in which the exploitation of cross-talks could turn into an added value to modulate the difficulty levels of the therapy with a compact machine.","Main_59:   The central nervous system exploits anticipatory (APAs) and compensatory
(CPAs) postural adjustments to maintain the balance.The postural adjustments
comprising stability of the center of mass (CoM) and the pressure distribution
of the body influence each other if there is a lack of performance in either of
them.Any predictable or sudden perturbation may pave the way for the divergence
of CoM from equilibrium and inhomogeneous pressure distribution of the
body.Such a situation is often observed in the daily lives of MS patients due
to their poor APAs and CPAs and induces their falls.The way of minimizing the
risk of falls in neurological patients is by utilizing perturbation-based
rehabilitation, as it is efficient in the recovery of the balance disorder. In
light of the findings, we present the design, implementation, and experimental
evaluation of a novel 3 DoF parallel manipulator to treat the balance disorder
of MS.The robotic platform allows angular motion of the ankle based on its
anthropomorphic freedom.Moreover, the end-effector endowed with upper and lower
platforms is designed to evaluate both the pressure distribution of each foot
and the CoM of the body, respectively.Data gathered from the platforms are
utilized to both evaluate the performance of the patients and used in
high-level control of the robotic platform to regulate the difficulty level of
tasks. In the study, kinematic and dynamic analyses of the robot are derived
and validated in the simulation environment.Low-level control of the first
prototype is also successfully implemented via the PID controller.The capacity
of each platform is evaluated with a set of experiments considering the
assessment of pressure distribution and CoM of the foot-like objects on the
end-effector.The experimental results indicate that such a system well-address
the need for balance skill training and assessment through the APAs and CPAs.
",0.4
